Identifier	label	type	Category	Group	NumTargets
DB11377	Bambermycins	Drug	Antigens, Biological Factors, Carbohydrates, Anti-Bacterial Agents, Polysaccharides, Polysaccharides, Bacterial, Antigens, Bacterial, Anti-Infective Agents	vet_approved	0
DB11376	Azaperone	Drug	Tranquilizing Agents, Ketones, Antipsychotic Agents (First Generation Typical), Butyrophenones, Psychotropic Drugs, Neurotransmitter Agents, Antipsychotic Agents, Central Nervous System Depressants, Hypnotics and Sedatives, Central Nervous System Agents, Dopamine Antagonists, Dopamine D2 Receptor Antagonists, Dopamine Agents, Neurotoxic agents	investigational, vet_approved	0
DB11379	Butonate	Drug	Organophosphorus Compounds	experimental, vet_approved	0
DB11378	Buquinolate	Drug	Quinolines, Heterocyclic Compounds, Fused-Ring	experimental, vet_approved	0
DB09059	Atosiban	Drug	Peptide Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Peptides, Pituitary Hormones, Genito Urinary System and Sex Hormones, Reproductive Control Agents, Amino Acids, Peptides, and Proteins, Pituitary Hormones, Posterior, Hormone Antagonists, Hormones, Tocolytic Agents	approved, investigational	4
DB09056	Amorolfine	Drug	Oxazines, Antifungals for Topical Use, Dermatologicals, Antifungals for Dermatological Use, Antifungal Agents, Anti-Infective Agents	approved, investigational	0
DB09057	Anthrax immune globulin human	Drug	Serum Globulins, Immunoglobulins, Serum, Vaccines	approved	1
DB09054	Idelalisib	Drug	Enzyme Inhibitors, Cytochrome P-450 Substrates, Immunosuppressive Agents, Cytochrome P-450 CYP3A7 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A Inducers, OATP1B3 inhibitors, Cytochrome P-450 CYP2B6 Inducers (strength unknown), Cytochrome P-450 CYP2C19 Inhibitors, Class Ia Phosphatidylinositol 3-Kinase, antagonists & inhibitors, Quinazolines, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A7 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors (strong), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 CYP2C8 Inhibitors (weak), Cytochrome P-450 CYP2B6 Inducers, Hepatotoxic Agents, Cytochrome P-450 CYP2C8 Inhibitors (strength unknown), UGT1A4 Inhibitors, OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 CYP3A5 Inhibitors (strength unknown), Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 CYP2C8 Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A5 Inhibitors, Antineoplastic Agents, Heterocyclic Compounds, Fused-Ring, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A7 Inhibitors, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, UGT1A4 substrates, P-glycoprotein inhibitors, Kinase Inhibitor	approved	1
DB09055	Acipimox	Drug	Lipid Modifying Agents, Lipid Modifying Agents, Plain, Lipid Regulating Agents, Hypolipidemic Agents, Noxae, Agents Causing Muscle Toxicity, Nicotinic Acid and Derivatives, Toxic Actions	approved, investigational	0
DB11371	Alfaxalone	Drug	Anesthetics, General, Nervous System, Central Nervous System Depressants, Pregnanes, Central Nervous System Agents, Anesthetics, Fused-Ring Compounds, Steroids	vet_approved	0
DB00701	Amprenavir	Drug	Acids, Acyclic, Enzyme Inhibitors, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A Inducers, Protease Inhibitors, Amides, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Anti-Infective Agents, Antivirals for Systemic Use, Direct Acting Antivirals, Cytochrome P-450 Enzyme Inducers, Sulfur Compounds, Antibiotics, Antitubercular, Sulfones, Antituberculosis Agents, Cytochrome P-450 CYP2B6 Inhibitors (weak), OATP1B1/SLCO1B1 Inhibitors, Cytochrome P-450 CYP3A5 Substrates, P-glycoprotein substrates, Cytochrome P-450 CYP3A4 Inducers, Anti-Retroviral Agents, Antiviral Agents, Anti-HIV Agents, Antiinfectives for Systemic Use, HIV Protease Inhibitors, P-glycoprotein inducers, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, Amprenavir and Prodrugs, Cytochrome P-450 CYP2D6 Substrates	approved, investigational	1
DB00702	Icodextrin	Drug	Carbohydrates, Polysaccharides, Solutions, Dialysis Solutions, Glucans, Pharmaceutical Preparations, Polymers, Biopolymers, Compounds used in a research, industrial, or household setting, Pharmaceutical Solutions, Macromolecular Substances	approved, investigational	0
DB00700	Eplerenone	Drug	Antihypertensive Agents Indicated for Hypertension, Mineralocorticoid (Aldosterone) Receptor Antagonists, Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Hormones, Hormone Substitutes, and Hormone Antagonists, Agents causing hyperkalemia, Cardiovascular Agents, Hypotensive Agents, Cytochrome P-450 CYP3A4 Substrates, Potassium-Sparing Diuretics, Fused-Ring Compounds, Lactones, Cytochrome P-450 CYP3A Substrates, Diuretics, Natriuretic Agents, Pregnanes, Antihypertensive Agents, Hormone Antagonists, Mineralocorticoid Receptor Antagonists, Pregnenes, Steroids	approved	1
DB00705	Delavirdine	Drug	Cytochrome P-450 CYP2D6 Inhibitors, Enzyme Inhibitors, Cytochrome P-450 Substrates, Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor, Cytochrome P-450 Enzyme Inhibitors, Nonnucleoside Reverse Transcriptase Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors (strong), Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Non-Nucleoside Reverse Transcriptase Inhibitors, Anti-Infective Agents, Cytochrome P-450 CYP3A7 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors (strong), Antivirals for Systemic Use, Direct Acting Antivirals, Nucleic Acid Synthesis Inhibitors, Cytochrome P-450 CYP2C9 Inhibitors, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Indoles, Cytochrome P-450 CYP3A5 Inhibitors (strength unknown), Piperazines, Cytochrome P-450 CYP3A5 Inhibitors, Anti-Retroviral Agents, Antiviral Agents, Anti-HIV Agents, Antiinfectives for Systemic Use, Cytochrome P-450 CYP2C19 Inhibitors (strong), Heterocyclic Compounds, Fused-Ring, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A7 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Reverse Transcriptase Inhibitors, Cytochrome P-450 CYP2D6 Substrates	approved	1
DB00706	Tamsulosin	Drug	Cytochrome P-450 Substrates, Adrenergic alpha-Antagonists, Gynecological Antiinfectives and Antiseptics, Genito Urinary System and Sex Hormones, Peripheral alpha-1 blockers, Urologicals, Amides, Hypotensive Agents, Cytochrome P-450 CYP3A4 Substrates, Drugs that are Mainly Renally Excreted, Selective Alfa-1-adrenergic Blocking Agents, Urological Agents, Neurotransmitter Agents, Sulfur Compounds, Cytochrome P-450 CYP3A Substrates, Sulfonamides, Adrenergic Antagonists, Adrenergic alpha-1 Receptor Antagonists, Cytochrome P-450 CYP2D6 Substrates, Drugs Used in Benign Prostatic Hypertrophy, Adrenergic Agents, Sulfones	approved, investigational	3
DB00703	Methazolamide	Drug	Thiadiazoles, Enzyme Inhibitors, Antiglaucoma Preparations and Miotics, Gynecological Antiinfectives and Antiseptics, Genito Urinary System and Sex Hormones, Cardiovascular Agents, Hypotensive Agents, OAT1/SLC22A6 inhibitors, Ophthalmologicals, Carbonic Anhydrase Inhibitors, Sulfur Compounds, Photosensitizing Agents, Sulfonamides, Thiazoles, Diuretics, Natriuretic Agents, Sensory Organs, Drugs causing inadvertant photosensitivity	approved	5
DB00704	Naltrexone	Drug	Centrally Acting Antiobesity Products, Alcohol Deterrents, Sensory System Agents, Narcotics, Nervous System, Natural Opium Alkaloids, Drugs Used in Alcohol Dependence, Drugs Used in Addictive Disorders, Opiate Antagonists, Morphinans, Peripheral Nervous System Agents, Opioid Antagonists, Alkaloids, Heterocyclic Compounds, Fused-Ring, Phenanthrenes, Opiate Alkaloids, Analgesics, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Agents Causing Muscle Toxicity, Alimentary Tract and Metabolism, UGT1A1 Substrates, Opioids, Antiobesity Preparations, Excl. Diet Products, Central Nervous System Agents	approved, investigational, vet_approved	4
DB00709	Lamivudine	Drug	OCT1 substrates, Ribonucleosides, Enzyme Inhibitors, OCT2 Substrates, Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor, OAT1/SLC22A6 Substrates, Dideoxynucleosides, Anti-Infective Agents, Drugs that are Mainly Renally Excreted, Antivirals for Systemic Use, Direct Acting Antivirals, Nucleic Acid Synthesis Inhibitors, Pyrimidines, Nucleic Acids, Nucleotides, and Nucleosides, Glycosides, Nucleoside Reverse Transcriptase Inhibitors, Carbohydrates, Pyrimidine Nucleosides, P-glycoprotein substrates, Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor, Anti-Retroviral Agents, Antiviral Agents, Anti-HIV Agents, Antiinfectives for Systemic Use, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors, BCRP/ABCG2 Substrates, Deoxycytidine, Agents Causing Muscle Toxicity, Nucleosides, Deoxyribonucleosides, Reverse Transcriptase Inhibitors	approved, investigational	3
DB00707	Porfimer sodium	Drug	Biological Factors, Antineoplastic and Immunomodulating Agents, Dermatologicals, Photoactivated Radical Generator, Sensitizers Used in Photodynamic/radiation Therapy, Antineoplastic Agents, Photosensitizing Activity, Photoabsorption, Hematoporphyrin Derivative, Radiation-Sensitizing Agents, Hematoporphyrins, Pigments, Biological, Heterocyclic Compounds, Fused-Ring, Photosensitizing agents used for phototherapy, Photosensitizing Agents, Porphyrins	approved, investigational	2
DB00708	Sufentanil	Drug	Cytochrome P-450 Substrates, Sensory System Agents, Nervous System, Neuraxial Anesthetics, Anesthetics, Intravenous, Hypotensive Agents, Cytochrome P-450 CYP3A4 Substrates, Opiate Agonists, Peripheral Nervous System Agents, Anesthetics, General, Phenylpiperidine opioids, Analgesics, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Piperidines, Opioids, Bradycardia-Causing Agents, Fentanyl and fentanyl analogues, Opioid Anesthetics, Narcotics, Anesthetics, High-risk opioids, Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Opioid Agonist, Agents that produce hypertension, Adjuvants, Anesthesia, Central Nervous System Agents, Opioids, Anilidopiperidine	approved, investigational	3
DB00712	Flurbiprofen	Drug	Nephrotoxic agents, Acids, Acyclic, Enzyme Inhibitors, Cytochrome P-450 Substrates, Fatty Acids, Sensory System Agents, Cyclooxygenase Inhibitors, Anti-Inflammatory Agents, Agents causing hyperkalemia, UGT1A3 substrates, Non COX-2 selective NSAIDS, Lipids, Drugs that are Mainly Renally Excreted, Peripheral Nervous System Agents, Antiinflammatory and Antirheumatic Products, Non-Steroids, UGT2B7 substrates, Analgesics, Fatty Acids, Volatile, Musculo-Skeletal System, Drugs causing inadvertant photosensitivity, Benzene Derivatives, Analgesics, Non-Narcotic, Anti-Inflammatory Agents, Non-Steroidal, Antirheumatic Agents, UGT1A1 Inhibitors, Antiinflammatory Preparations, Non-Steroids for Topical Use, Biphenyl Compounds, Topical Products for Joint and Muscular Pain, OAT1/SLC22A6 inhibitors, Ophthalmologicals, Cytochrome P-450 CYP2C9 Substrates, Antiinflammatory and Antirheumatic Products, Throat Preparations, Photosensitizing Agents, Anti-Inflammatory Agents, Non-Steroidal (Non-Selective), UGT1A1 Substrates, Propionates, Agents that produce hypertension, UGT1A9 Substrates, Central Nervous System Agents, Sensory Organs, Other Nonsteroidal Anti-inflammatory Agents	approved, investigational	2
DB00713	Oxacillin	Drug	Amides, Lactams, beta-Lactams, Beta-Lactam Antibacterials, Antiinfectives for Systemic Use, Anti-Infective Agents, Drugs that are Mainly Renally Excreted, Heterocyclic Compounds, Fused-Ring, Anti-Bacterial Agents, Sulfur Compounds, Penicillins, Beta-Lactamase Resistant Penicillins, Antibacterials for Systemic Use	approved, investigational	9
DB00710	Ibandronate	Drug	Organophosphonates, QTc Prolonging Agents, Agents Causing Muscle Toxicity, Musculo-Skeletal System, Drugs for Treatment of Bone Diseases, Bone Density Conservation Agents, Organophosphorus Compounds, Potential QTc-Prolonging Agents, Drugs Affecting Bone Structure and Mineralization, Bisphosphonates	approved, investigational	3
DB00711	Diethylcarbamazine	Drug	Acids, Acyclic, Piperazine and Derivatives, Enzyme Inhibitors, Antiparasitic Products, Insecticides and Repellents, Cholinesterase Inhibitors, Piperazines, Antihelminthic, Anthelmintics, Filaricides, Anti-Infective Agents, Carbamates, Lipoxygenase Inhibitors, Antinematodal Agents, Antiparasitic Agents	approved, investigational, vet_approved	2
DB00716	Nedocromil	Drug	Quinolines, Anti-Allergic Agents, Anti-Asthmatic Agents, Anti-Inflammatory Agents, 4-Quinolones, Respiratory System Agents, Decongestants and Antiallergics, Drugs that are Mainly Renally Excreted, Quinolones, Ophthalmologicals, Heterocyclic Compounds, Fused-Ring, Nasal Preparations, Decreased Histamine Release, Antiallergic Agents, Excl. Corticosteroids, Drugs for Obstructive Airway Diseases, Mast Cell Stabilizers, Respiratory Agents, Miscellaneous, Sensory Organs	approved, investigational	5
DB00717	Norethisterone	Drug	Sex Hormones and Modulators of the Genital System, Cytochrome P-450 Substrates, Cytochrome P-450 CYP3A7 Substrates, Adrenal Cortex Hormones, Genito Urinary System and Sex Hormones, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Fused-Ring Compounds, Contraceptives, Oral, Cytochrome P-450 Enzyme Inducers, Contraceptives, Oral, Synthetic, Cytochrome P-450 CYP2C19 Inducers, Progestogens and Estrogens, Sequential Preparations, Norpregnenes, Hormonal Contraceptives for Systemic Use, Contraceptive Agents, Female, Cytochrome P-450 CYP3A5 Substrates, Norsteroids, Reproductive Control Agents, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2A6 Substrates, Progestins, Estren Derivatives, Combination Contraceptives (with Estrogen and derivatives), P-glycoprotein inhibitors, Hyperglycemia-Associated Agents, Progestin Contraceptives, Steroids	approved	3
DB00714	Apomorphine	Drug	QTc Prolonging Agents, Benzylisoquinolines, Cytochrome P-450 Substrates, Serotonin Agents, Nervous System, Isoquinolines, Genito Urinary System and Sex Hormones, Urologicals, Hypotensive Agents, Antidepressive Agents, Dopamine Agonists, Opiate Agonists, Peripheral Nervous System Agents, Alkaloids, Emetics, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Anti-Parkinson Agents (Dopamine Agonist), Potential QTc-Prolonging Agents, COMT Substrates, Cytochrome P-450 CYP2C8 Substrates, Dopamine Agents, Gastrointestinal Agents, Autonomic Agents, Cytochrome P-450 CYP3A5 Substrates, Nonergot-derivative Dopamine Receptor Agonists, Anti-Parkinson Drugs, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Cytochrome P-450 CYP3A Substrates, Drugs Used in Erectile Dysfunction, Aporphines, Central Nervous System Depressants, Serotonin Receptor Antagonists, Central Nervous System Agents, Cytochrome P-450 CYP2B6 Substrates	approved, investigational	14
DB00715	Paroxetine	Drug	Cytochrome P-450 CYP2D6 Inhibitors, Enzyme Inhibitors, Cytochrome P-450 Substrates, Serotonin Agents, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Hypoglycemia-Associated Agents, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Muscarinic Antagonists, Antidepressive Agents, Cytochrome P-450 CYP2B6 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP1A2 Inhibitors (strength unknown), Anticholinergic Agents, Cytochrome P-450 CYP1A2 Inhibitors, Serotonin Modulators, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Cytochrome P-450 CYP2C9 Inhibitors, Piperidines, Drugs causing inadvertant photosensitivity, Selective Serotonin Reuptake Inhibitors, Agents producing tachycardia, Antidepressive Agents, Second-Generation, Psychotropic Drugs, Membrane Transport Modulators, Cytochrome P-450 CYP2C19 Substrates, Neurotransmitter Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Photosensitizing Agents, Central Nervous System Depressants, Cytochrome P-450 CYP2C9 Inhibitors (strength unknown), Neurotransmitter Uptake Inhibitors, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Inhibitors, Central Nervous System Agents, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP2B6 Inhibitors (strength unknown), Cytochrome P-450 CYP2D6 Inhibitors (strong), P-glycoprotein inhibitors, Psychoanaleptics	approved, investigational	12
DB00718	Adefovir dipivoxil	Drug	Nephrotoxic agents, Enzyme Inhibitors, Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor, Organophosphorus Compounds, Antiviral Agents, OAT1/SLC22A6 Substrates, Antiinfectives for Systemic Use, Anti-Infective Agents, OAT1/SLC22A6 inhibitors, Antivirals for Systemic Use, Direct Acting Antivirals, Heterocyclic Compounds, Fused-Ring, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors, Purines, Nucleic Acid Synthesis Inhibitors, Reverse Transcriptase Inhibitors, Nucleosides and Nucleotides	approved, investigational	1
